,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,Set
3739,Resort Hotel,0,192,2016,April,16,16,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40.0,,0,Transient,37.4,0,0,Check-Out,2016-04-23,train
3740,Resort Hotel,1,209,2015,August,31,1,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,1,Canceled,2015-07-27,train
3741,City Hotel,1,248,2016,October,44,29,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.15,0,0,Canceled,2016-02-24,train
3742,City Hotel,0,13,2016,March,13,20,1,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,220.0,,0,Transient-Party,85.0,0,1,Check-Out,2016-03-21,train
3743,City Hotel,0,184,2016,July,29,16,1,1,2,0.0,0,HB,ITA,Groups,TA/TO,0,0,0,A,B,1,No Deposit,1.0,,0,Transient-Party,125.0,0,1,Check-Out,2016-07-18,train
3744,City Hotel,0,110,2016,November,45,2,0,3,1,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,85.87,0,1,Check-Out,2016-11-05,train
3745,City Hotel,0,5,2016,September,39,24,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9.0,,0,Transient,239.0,0,3,Check-Out,2016-09-26,train
3746,Resort Hotel,0,66,2016,November,48,24,1,3,2,0.0,0,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient,29.0,0,0,Check-Out,2016-11-28,train
3747,City Hotel,1,34,2017,May,18,1,1,5,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,149.0,0,0,Canceled,2017-03-30,train
3748,City Hotel,0,25,2017,June,24,12,1,0,2,0.0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,109.0,0,0,Check-Out,2017-06-13,train
3749,Resort Hotel,1,199,2017,August,33,19,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,123.2,0,0,Canceled,2017-07-14,train
3750,City Hotel,1,228,2016,October,44,29,2,5,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,120.34,0,0,Canceled,2016-10-09,train
3751,City Hotel,0,0,2016,June,25,14,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,99.0,0,0,Check-Out,2016-06-15,train
3752,City Hotel,0,23,2016,October,41,7,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,94.0,0,0,Check-Out,2016-10-14,train
3753,Resort Hotel,0,209,2016,September,37,5,3,7,3,0.0,0,HB,SVK,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,127.0,0,1,Check-Out,2016-09-15,train
3754,City Hotel,1,0,2016,April,16,16,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,98.0,0,0,Canceled,2016-04-16,train
3755,Resort Hotel,0,22,2017,April,15,13,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,127.0,0,1,Check-Out,2017-04-16,train
3756,City Hotel,0,396,2017,June,26,25,2,0,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017-06-27,train
3757,City Hotel,1,57,2016,June,27,26,2,4,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,D,D,2,No Deposit,14.0,,0,Transient,139.8,0,1,Canceled,2016-05-02,train
3758,Resort Hotel,1,101,2015,September,37,12,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,153.0,0,1,Canceled,2015-06-23,train
3759,City Hotel,1,333,2017,July,29,19,0,4,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,135.9,0,1,Canceled,2017-01-18,train
3760,City Hotel,1,77,2016,February,9,24,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,64.0,0,0,Canceled,2016-01-11,train
3761,City Hotel,1,56,2016,May,23,30,1,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,120.0,0,0,Canceled,2016-05-27,train
3762,Resort Hotel,0,15,2016,November,46,12,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,36.29,0,0,Check-Out,2016-11-17,train
3763,City Hotel,0,55,2016,July,28,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,219.0,0,Transient-Party,79.0,0,0,Check-Out,2016-07-08,train
3764,Resort Hotel,1,73,2015,August,32,7,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,105.0,,0,Transient,169.0,0,0,Canceled,2015-07-09,train
3765,City Hotel,1,68,2016,April,16,10,2,0,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,118.8,0,0,Canceled,2016-03-19,train
3766,City Hotel,0,4,2016,November,46,8,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,,219.0,0,Transient,94.0,0,0,Check-Out,2016-11-09,train
3767,Resort Hotel,1,19,2015,December,49,5,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,D,D,0,No Deposit,240.0,,0,Transient,54.4,0,0,Canceled,2015-11-25,train
3768,City Hotel,0,6,2016,May,22,23,1,2,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,97.02,0,1,Check-Out,2016-05-26,train
3769,Resort Hotel,0,0,2017,February,9,28,0,2,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,38.0,1,0,Check-Out,2017-03-02,train
3770,City Hotel,0,60,2017,February,5,3,0,2,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,79.2,0,1,Check-Out,2017-02-05,train
3771,City Hotel,0,152,2017,July,29,21,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9.0,,0,Transient-Party,89.1,0,1,Check-Out,2017-07-22,train
3772,Resort Hotel,0,207,2015,September,39,26,1,1,2,0.0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208.0,,0,Transient,74.0,0,0,Check-Out,2015-09-28,train
3773,Resort Hotel,1,64,2016,March,13,25,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,66.6,0,1,Canceled,2016-02-15,train
3774,City Hotel,1,177,2016,June,23,3,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,119.0,,0,Transient-Party,100.0,0,0,Canceled,2016-01-16,train
3775,Resort Hotel,0,230,2015,September,40,29,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,90.86,0,1,Check-Out,2015-10-06,train
3776,Resort Hotel,0,1,2015,November,47,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,68.0,0,2,Check-Out,2015-11-19,train
3777,City Hotel,1,159,2017,August,32,10,1,3,1,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,0,Canceled,2017-03-13,train
3778,Resort Hotel,0,5,2016,November,46,6,2,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,52.36,0,1,Check-Out,2016-11-08,train
3779,Resort Hotel,0,171,2017,June,24,17,2,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.0,1,2,Check-Out,2017-06-23,train
3780,City Hotel,0,20,2016,July,31,28,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,10.0,,0,Transient,122.6,0,0,Check-Out,2016-07-30,train
3781,City Hotel,0,56,2016,November,47,14,1,2,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2016-11-17,train
3782,Resort Hotel,0,19,2016,November,49,27,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,2016-12-01,train
3783,City Hotel,1,96,2017,April,17,26,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,130.0,0,0,Canceled,2017-01-20,train
3784,City Hotel,1,37,2016,October,42,13,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,56.0,,0,Transient-Party,95.0,0,0,Canceled,2016-09-06,train
3785,Resort Hotel,0,115,2015,September,39,25,2,5,2,0.0,0,BB,LVA,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,171.0,,0,Transient,55.43,0,1,Check-Out,2015-10-02,train
3786,City Hotel,0,0,2015,August,35,29,2,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,121.0,0,1,Check-Out,2015-09-01,train
3787,City Hotel,1,18,2017,January,3,21,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,97.5,0,0,Canceled,2017-01-10,train
3788,Resort Hotel,0,275,2016,April,16,10,2,5,2,0.0,0,HB,GBR,Groups,Direct,0,0,0,D,D,0,No Deposit,273.0,,0,Transient-Party,74.45,0,0,Check-Out,2016-04-17,train
3789,Resort Hotel,1,23,2015,July,27,1,0,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,123.0,0,0,Canceled,2015-06-23,train
3790,City Hotel,1,339,2015,September,39,21,1,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,train
3791,Resort Hotel,1,214,2015,October,40,3,1,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,208.0,,0,Transient,34.0,0,0,Canceled,2015-06-09,train
3792,City Hotel,0,115,2016,March,12,18,0,2,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,1.0,,0,Transient-Party,90.0,0,0,Check-Out,2016-03-20,train
3793,Resort Hotel,1,49,2016,March,10,5,2,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,66.0,0,0,No-Show,2016-03-05,train
3794,Resort Hotel,0,11,2016,January,2,9,2,6,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,1,No Deposit,156.0,,0,Transient,88.75,0,1,Check-Out,2016-01-17,train
3795,City Hotel,1,159,2016,March,13,20,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,90.0,0,2,Canceled,2015-11-09,train
3796,Resort Hotel,0,193,2017,August,35,28,1,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,G,0,No Deposit,250.0,,0,Transient,205.7,1,2,Check-Out,2017-09-03,train
3797,City Hotel,0,3,2016,October,43,20,0,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,95.0,0,0,Check-Out,2016-10-21,train
3798,City Hotel,1,295,2015,August,32,8,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,train
3799,City Hotel,1,280,2016,September,39,19,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6.0,,35,Transient,110.0,0,0,Canceled,2016-01-18,train
3800,Resort Hotel,1,72,2015,July,30,23,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,145.0,0,0,Canceled,2015-07-04,train
3801,Resort Hotel,0,164,2016,June,27,30,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,243.0,,0,Contract,70.0,0,1,Check-Out,2016-07-14,train
3802,Resort Hotel,0,10,2016,March,12,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,337.0,0,Transient-Party,30.0,0,1,Check-Out,2016-03-18,train
3803,Resort Hotel,1,49,2016,March,10,5,2,2,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,66.0,0,0,Canceled,2016-01-20,train
3804,Resort Hotel,0,6,2016,August,36,28,2,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,438.0,,0,Transient-Party,175.0,1,1,Check-Out,2016-09-02,train
3805,City Hotel,0,0,2016,October,41,5,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,62.0,0,Transient-Party,95.0,0,0,Check-Out,2016-10-06,train
3806,City Hotel,0,65,2016,October,44,27,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7.0,,0,Transient,75.54,0,1,Check-Out,2016-10-28,train
3807,City Hotel,1,157,2016,March,13,24,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,106.2,0,2,Canceled,2016-03-24,train
3808,Resort Hotel,0,4,2015,October,41,10,1,1,2,2.0,0,BB,CHL,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,111.5,0,0,Check-Out,2015-10-12,train
3809,City Hotel,1,4,2016,September,38,14,0,2,2,2.0,0,BB,AGO,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,242.0,0,1,Canceled,2016-09-11,train
3810,City Hotel,1,122,2016,November,47,14,1,3,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,75.9,0,2,Canceled,2016-09-14,train
3811,Resort Hotel,0,5,2016,June,24,11,0,1,1,0.0,0,BB,IRL,Direct,Direct,0,0,0,C,G,0,No Deposit,250.0,,0,Transient,148.5,0,0,Check-Out,2016-06-12,train
3812,Resort Hotel,0,85,2015,September,38,16,2,5,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,5.0,,0,Transient,71.2,0,1,Check-Out,2015-09-23,train
3813,Resort Hotel,1,114,2016,June,25,13,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,106.0,0,0,Canceled,2016-02-20,train
3814,Resort Hotel,0,0,2017,January,5,29,1,0,2,0.0,0,BB,ITA,Direct,TA/TO,1,0,0,A,A,0,No Deposit,,,0,Transient-Party,45.0,0,2,Check-Out,2017-01-30,train
3815,City Hotel,0,16,2016,July,31,30,1,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.0,0,1,Check-Out,2016-08-01,train
3816,City Hotel,1,328,2015,September,37,10,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,train
3817,City Hotel,1,145,2016,July,28,7,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,114.3,0,1,Canceled,2016-03-14,train
3818,City Hotel,0,73,2017,February,7,18,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.4,0,1,Check-Out,2017-02-23,train
3819,City Hotel,0,137,2015,July,28,11,2,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,86.0,0,0,Check-Out,2015-07-14,train
3820,City Hotel,0,102,2016,July,30,22,1,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,189.3,0,0,Check-Out,2016-07-25,train
3821,City Hotel,0,16,2015,September,39,25,2,3,1,0.0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,170.0,0,0,Check-Out,2015-09-30,train
3822,Resort Hotel,0,157,2016,June,26,23,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,243.0,,0,Contract,53.85,0,1,Check-Out,2016-06-30,train
3823,City Hotel,1,195,2017,February,8,24,0,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,90.0,0,1,Canceled,2016-09-28,train
3824,Resort Hotel,1,279,2017,July,30,27,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,151.5,0,0,Canceled,2017-04-17,train
3825,City Hotel,0,19,2016,July,30,20,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,146.0,0,2,Check-Out,2016-07-21,train
3826,Resort Hotel,0,36,2016,March,11,10,2,5,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,59.14,2,2,Check-Out,2016-03-17,train
3827,Resort Hotel,0,207,2017,April,14,6,1,3,1,0.0,0,BB,NZL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,51.0,0,1,Check-Out,2017-04-10,train
3828,City Hotel,1,86,2016,January,4,22,0,1,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,29.0,,35,Transient,75.0,0,0,Canceled,2015-12-02,train
3829,City Hotel,1,405,2017,July,27,4,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Canceled,2017-06-28,train
3830,City Hotel,1,74,2017,March,13,27,1,5,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,164.67,0,1,Canceled,2017-03-10,train
3831,City Hotel,0,103,2016,April,18,29,0,2,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,108.9,0,0,Check-Out,2016-05-01,train
3832,City Hotel,0,34,2017,August,33,16,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,160.0,0,1,Check-Out,2017-08-17,train
3833,City Hotel,1,23,2016,August,35,25,1,3,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,157.0,,0,Transient,85.6,0,0,Canceled,2016-08-16,train
3834,City Hotel,0,5,2016,April,18,24,2,0,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,152.0,0,1,Check-Out,2016-04-26,train
3835,City Hotel,1,32,2015,November,47,20,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,119.0,,0,Transient-Party,73.0,0,0,Canceled,2015-11-06,train
3836,City Hotel,1,182,2016,April,18,27,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,3.0,,50,Transient,75.0,0,0,Canceled,2015-12-17,train
3837,City Hotel,0,37,2015,October,44,29,1,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,71.25,0,0,Check-Out,2015-11-02,train
3838,City Hotel,0,19,2016,September,40,26,1,1,2,0.0,0,BB,IRN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,86.0,,0,Transient,151.2,0,0,Check-Out,2016-09-28,train
3839,Resort Hotel,0,90,2015,October,41,5,1,4,1,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,47.0,0,0,Check-Out,2015-10-10,train
3840,Resort Hotel,0,25,2015,July,30,25,2,3,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,158.77,0,2,Check-Out,2015-07-30,train
3841,City Hotel,1,148,2017,May,18,4,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,171.0,,0,Transient,95.0,0,0,Canceled,2016-12-07,train
3842,City Hotel,0,22,2015,October,42,13,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,75.0,0,0,Check-Out,2015-10-16,train
3843,City Hotel,1,292,2017,May,22,31,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,90.0,0,0,Canceled,2017-05-05,train
3844,Resort Hotel,0,2,2017,June,23,7,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,269.0,0,Transient,70.0,0,0,Check-Out,2017-06-09,train
3845,City Hotel,0,217,2016,August,35,27,1,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,168.3,0,1,Check-Out,2016-08-29,train
3846,Resort Hotel,0,21,2016,June,23,2,0,1,1,0.0,0,BB,PRT,Corporate,Direct,0,0,0,A,E,0,No Deposit,,92.0,0,Transient,63.0,0,0,Check-Out,2016-06-03,train
3847,Resort Hotel,0,0,2017,January,5,29,1,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,65.0,0,0,Check-Out,2017-01-30,train
3848,City Hotel,1,50,2016,November,47,18,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,93.6,0,2,Canceled,2016-10-09,train
3849,City Hotel,0,110,2016,August,32,1,1,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,129.3,1,1,Check-Out,2016-08-07,train
3850,City Hotel,0,12,2015,August,34,18,0,2,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,92.5,0,2,Check-Out,2015-08-20,train
3851,City Hotel,1,301,2017,August,33,18,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,121.5,0,2,Canceled,2016-12-12,train
3852,Resort Hotel,1,238,2016,September,37,7,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,1.0,,0,Transient,89.0,0,0,Canceled,2016-02-09,train
3853,City Hotel,0,19,2015,October,41,6,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,0,A,A,0,No Deposit,82.0,,0,Transient-Party,90.0,0,0,Check-Out,2015-10-09,train
3854,Resort Hotel,0,44,2016,August,35,25,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,196.5,0,1,Check-Out,2016-08-29,train
3855,City Hotel,0,19,2017,May,20,20,1,1,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,1,No Deposit,14.0,,0,Transient,155.0,0,1,Check-Out,2017-05-22,train
3856,City Hotel,0,213,2017,August,35,28,1,3,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19.0,,0,Transient-Party,104.0,0,0,Check-Out,2017-09-01,train
3857,City Hotel,0,8,2016,June,27,30,0,3,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,116.27,0,2,Check-Out,2016-07-03,train
3858,Resort Hotel,0,102,2016,May,22,27,2,3,2,0.0,1,BB,BRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,71.2,0,1,Check-Out,2016-06-01,train
3859,Resort Hotel,0,80,2016,June,24,5,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,118.4,1,0,Check-Out,2016-06-10,train
3860,City Hotel,1,60,2016,November,48,21,1,3,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0,0,Canceled,2016-09-22,train
3861,Resort Hotel,1,268,2017,July,29,17,4,10,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,183.59,0,1,Canceled,2017-07-14,train
3862,Resort Hotel,0,178,2016,May,23,31,4,10,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,241.0,,0,Transient,77.14,0,1,Check-Out,2016-06-14,train
3863,City Hotel,1,323,2015,September,36,5,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,train
3864,Resort Hotel,0,24,2016,March,14,28,2,5,1,0.0,0,HB,LUX,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient-Party,58.0,0,0,Check-Out,2016-04-04,train
3865,Resort Hotel,0,13,2015,December,52,23,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,79.5,0,1,Check-Out,2015-12-27,train
3866,City Hotel,0,4,2017,March,10,7,0,1,2,0.0,0,BB,PRT,Offline TA/TO,Direct,1,1,0,D,A,0,No Deposit,85.0,,0,Transient,90.0,0,1,Check-Out,2017-03-08,train
3867,Resort Hotel,1,78,2017,August,31,1,0,3,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,230.0,0,1,Canceled,2017-05-16,train
3868,City Hotel,0,28,2017,January,4,25,0,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,82.88,0,2,Check-Out,2017-01-29,train
3869,Resort Hotel,1,5,2015,July,28,5,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,97.0,0,0,Canceled,2015-07-01,train
